1	literacy	意味: 識字能力；読み書きの能力\nアクセント: LĬT-ər-ə-sē\n類義語: reading ability, education, learning	audio/001_literacy.mp3
2	romanticism	意味: ロマン主義（18〜19世紀の芸術・文学運動）\nアクセント: rō-MĂN-tĭ-sĭz-əm\n類義語: idealism, sentimentalism, expressionism	audio/002_romanticism.mp3
3	a reaction against the perceived strictures	意味: 知覚された制約・規制への反動\n類義語: backlash, opposition, resistance	audio/003_a_reaction_against_the_perceived_strictures.mp3
4	the preceding age	意味: 先行する時代；前の時代\n類義語: the prior era, the previous period, the former age	audio/004_the_preceding_age.mp3
5	the philosophical formalism of the neoclassical age	意味: 新古典主義時代の哲学的形式主義\n類義語: classical doctrine, formal philosophy, structured thought	audio/005_the_philosophical_formalism_of_the_neoclassical_age.mp3
6	reestablished the place of humans within	意味: 〜の中における人間の位置を再確立した\n類義語: restored, repositioned, reinstated	audio/006_reestablished_the_place_of_humans_within.mp3
7	untamed	意味: 野生の；手つかずの；制御されていない\nアクセント: ŭn-TĀMD\n類義語: wild, uncontrolled, savage	audio/007_untamed.mp3
8	emphasis	意味: 強調；重点\nアクセント: ĔM-fə-sĭs\n類義語: stress, focus, prominence	audio/008_emphasis.mp3
9	endeavor	意味: 努力；試み；取り組み\nアクセント: ĕn-DĔV-ər\n類義語: effort, attempt, undertaking	audio/009_endeavor.mp3
10	reliance	意味: 依存；信頼；頼ること\nアクセント: rĭ-LĪ-əns\n類義語: dependence, trust, confidence	audio/010_reliance.mp3
11	look back upon	意味: 〜を振り返る；回顧する\n類義語: reflect on, recall, reminisce about	audio/011_look_back_upon.mp3
12	pivotal	意味: 中枢の；非常に重要な；決定的な\nアクセント: PĬV-ə-təl\n類義語: crucial, critical, central	audio/012_pivotal.mp3
13	busily recording	意味: 忙しく記録している\n類義語: actively documenting, diligently noting, earnestly recording	audio/013_busily_recording.mp3
14	Hawthorne	意味: ナサニエル・ホーソーン（アメリカの小説家）\nアクセント: HÔ-thôrn	audio/014_hawthorne.mp3
15	moreover	意味: さらに；その上；加えて\nアクセント: môr-Ō-vər\n類義語: furthermore, additionally, besides	audio/015_moreover.mp3
16	transcendentalism was taking its place as	意味: 超越主義が〜としての地位を確立しつつあった\n類義語: transcendentalism was becoming, was establishing itself as	audio/016_transcendentalism_was_taking_its_place_as.mp3
17	a serious philosophical stance	意味: 真剣な哲学的立場\n類義語: a rigorous philosophical position, a serious intellectual viewpoint	audio/017_a_serious_philosophical_stance.mp3
18	the Far East	意味: 極東（アジア東部地域）\n類義語: East Asia, the Orient, the Asian Pacific	audio/018_the_far_east.mp3
19	the basic premise	意味: 基本的な前提；根本的な命題\nアクセント: PRĔM-ĭs\n類義語: the fundamental assumption, the core principle, the underlying basis	audio/019_the_basic_premise.mp3
20	resides in the realization	意味: 〜の認識の中に宿っている；〜の気づきにある\n類義語: lies in the understanding, exists in the awareness	audio/020_resides_in_the_realization.mp3
21	neither theism nor deism	意味: 有神論でも自然神論でもない\n類義語: not monotheism or natural religion, beyond theism and deism	audio/021_neither_theism_nor_deism.mp3
22	adequately	意味: 十分に；適切に\nアクセント: ĂD-ĭ-kwĭt-lē\n類義語: sufficiently, satisfactorily, appropriately	audio/022_adequately.mp3
23	the burning question	意味: 差し迫った問題；緊急の疑問\n類義語: the pressing issue, the urgent matter, the critical question	audio/023_the_burning_question.mp3
24	instead	意味: その代わりに；むしろ\nアクセント: ĭn-STĔD\n類義語: rather, alternatively, in place of that	audio/024_instead.mp3
25	pantheism	意味: 汎神論（神は宇宙全体と同一とする思想）\nアクセント: PĂN-thē-ĭz-əm\n類義語: naturalism, monism, universal spirit	audio/025_pantheism.mp3
26	articulate their view of the universe	意味: 宇宙観を明確に表現する\n類義語: express their worldview, convey their cosmic perspective	audio/026_articulate_their_view_of_the_universe.mp3
27	comprises intellectuals	意味: 知識人で構成されている\nアクセント: kəm-PRĪZ\n類義語: includes scholars, consists of thinkers, is made up of intellectuals	audio/027_comprises_intellectuals.mp3
